"cliente.idcliente","cliente.nombrecliente","cliente.direccion","cliente.estado","cliente.nacimiento","ctacliente.numcta","cuenta.numsucursal","cuenta.saldo","cuenta.fecha"
"2189","ANA CASTILLO PASTOR","RAFAEL CRAVIOTO MZNA 612","QUERÉTARO","Fri Sep 27 1963 00:00:00 GMT-0600 (hora de verano central)","C-02188","126","78816.79","Thu Oct 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"2194","MATILDE GONZÁLEZ CASTILLO","HORACIO NELSON NO. 141","OAXACA","Wed May 23 1973 00:00:00 GMT-0600 (hora estándar central)","C-02193","25","142499.05","Fri Aug 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"2196","BEGOÑA FERNÁNDEZ MORENO","CALLE GARDENIA NO. 318","CHIAPAS","Mon Mar 12 1984 00:00:00 GMT-0600 (hora estándar central)","C-02195","119","132203.89","Tue Jul 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"2198","ANTERO MUÑOZ CABALLERO","FRESNOS NO. 512","GUERRERO","Sat Jul 16 1994 00:00:00 GMT-0600 (hora estándar central)","C-02197","92","141150.95","Mon Jun 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"2205","ALBERT NIETO PARRA","PRL. MOCTEZUMA NO. 412","MORELOS","Wed Oct 24 1973 00:00:00 GMT-0600 (hora estándar central)","C-02204","85","115145.3","Mon Oct 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"2210","CONSUELO CARRASCO MOLINA","CERRADA DE CUAUHTEMOC NÚMERO 460","QUINTANA ROO","Sat Jan 21 1995 00:00:00 GMT-0600 (hora estándar central)","C-02209","66","139893.38","Thu Apr 24 2014 00:00:00 GMT-0500 (hora de verano central)"
"2211","PURIFICACIÓN SANTIAGO SÁNCHEZ","AVENIDA SAUCES NÚMERO 143","OAXACA","Fri Mar 21 1969 00:00:00 GMT-0600 (hora estándar central)","C-02210","4","45289.48","Fri Nov 09 2012 00:00:00 GMT-0600 (hora estándar central)"
"2217","EMILIO SUÁREZ VICENTE","ALCANFORES MANZANA 249","QUERÉTARO","Thu May 23 1963 00:00:00 GMT-0600 (hora de verano central)","C-02216","187","115437.71","Sat Jan 12 2013 00:00:00 GMT-0600 (hora estándar central)"
"2228","FABIOLA FERNÁNDEZ FERRER","CALLE LAZARO CARDENAS MZNA 506","DURANGO","Sat Aug 25 1962 00:00:00 GMT-0600 (hora de verano central)","C-02227","121","54905.39","Wed Jun 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"2229","NIEVES CANO BENÍTEZ","OLIVO NUM. 254","COAHUILA","Thu Feb 23 1995 00:00:00 GMT-0600 (hora estándar central)","C-02228","165","26889.73","Wed Jan 02 2013 00:00:00 GMT-0600 (hora estándar central)"
"2233","ISAÍAS NIETO CARMONA","JUAN ALDAMA NUM. 582","VERACRUZ","Mon May 26 1986 00:00:00 GMT-0600 (hora estándar central)","C-02232","64","79030.48","Mon Aug 11 2014 00:00:00 GMT-0500 (hora de verano central)"
"2241","RIGOBERTO GIMÉNEZ RUBIO","CRISTOBAL COLON MANZANA 19","SINALOA","Wed Sep 11 1974 00:00:00 GMT-0600 (hora estándar central)","C-02240","65","39700.36","Sun Jan 08 2012 00:00:00 GMT-0600 (hora estándar central)"
"2242","AMBROSIO DÍAZ GALLEGO","PARAJE NO. 187","SINALOA","Wed Aug 15 1979 00:00:00 GMT-0600 (hora estándar central)","C-02241","121","6841.42","Mon Jun 25 2012 00:00:00 GMT-0500 (hora de verano central)"
"2249","BRUNO VÁZQUEZ VÁZQUEZ","CERRADA DE CUAUHTEMOC NO. 398","AGUASCALIENTES","Wed Aug 06 1958 00:00:00 GMT-0600 (hora de verano central)","C-02248","154","57884.77","Fri Jul 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"2253","ELISEO MOLINA CANO","PUERTO RICO NUM. 152","OAXACA","Mon Sep 23 1991 00:00:00 GMT-0600 (hora estándar central)","C-02252","121","84496.75","Tue Apr 16 2013 00:00:00 GMT-0500 (hora de verano central)"
"2256","GERMÁN FERNÁNDEZ MEDINA","CALLE PASO SOMOSIERRA MZNA 22","BAJA CALIFORNIA","Sun Oct 07 1984 00:00:00 GMT-0600 (hora estándar central)","C-02255","64","103872.78","Sat Oct 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"2259","PRISCILA HERNÁNDEZ GUERRERO","GUERRERO NÚMERO 52","CHIHUAHUA","Wed Oct 17 1973 00:00:00 GMT-0600 (hora estándar central)","C-02258","165","63468.67","Thu Oct 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"2260","VALENTÍN GALLEGO CRESPO","PUERTO RICO MANZANA 584","CHIAPAS","Sat Mar 05 1955 00:00:00 GMT-0600 (hora estándar central)","C-02259","23","1027.71","Mon Jul 30 2012 00:00:00 GMT-0500 (hora de verano central)"
"2267","CASIANO SANTANA BLESA","ADOLFO PRIETO MANZANA 416","DURANGO","Tue Jul 12 1983 00:00:00 GMT-0600 (hora estándar central)","C-02266","20","117219.91","Fri Jul 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"2273","PORFIRIO MONTERO GONZÁLEZ","HORACIO NELSON NO. 139","QUINTANA ROO","Tue Jul 21 1959 00:00:00 GMT-0600 (hora de verano central)","C-02272","152","81238.18","Mon Aug 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"2274","CLEOFÁS MEDINA MORA","HOMBRES ILUSTRES NUM. 74","MICHOACÁN","Sat Jun 24 1967 00:00:00 GMT-0600 (hora de verano central)","C-02273","126","80416.35","Mon May 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"2280","AURORA SANTANA DÍAZ","CDA. APETLATIPAC NO. 263","ESTADO DE MÉXICO","Sat Mar 02 1963 00:00:00 GMT-0600 (hora estándar central)","C-02279","125","111937.43","Sun Jul 06 2014 00:00:00 GMT-0500 (hora de verano central)"
"2281","ADÓN MÁRQUEZ DÍEZ","ALDAMA NUM. 618","NUEVO LEÓN","Sat Jul 21 1984 00:00:00 GMT-0600 (hora estándar central)","C-02280","70","149827.15","Fri Apr 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"2282","DEMÓCRITO SANTOS CRUZ","LOMBARDOS NÚMERO 262","AGUASCALIENTES","Thu Feb 28 1963 00:00:00 GMT-0600 (hora estándar central)","C-02281","64","58689.64","Fri Jun 13 2014 00:00:00 GMT-0500 (hora de verano central)"
"2287","DOLORES ORTIZ SERRANO","CDA. APETLATIPAC NÚMERO 1","CAMPECHE","Thu Sep 07 1989 00:00:00 GMT-0600 (hora estándar central)","C-02286","153","26902.15","Wed Nov 05 2014 00:00:00 GMT-0600 (hora estándar central)"
"2288","SALOMÓN DOMÍNGUEZ PARRA","AV. NACIONES UNIDAS MZNA 347","TLAXCALA","Mon Sep 08 1975 00:00:00 GMT-0600 (hora estándar central)","C-02287","65","107528.64","Thu Nov 06 2014 00:00:00 GMT-0600 (hora estándar central)"
"2290","ASUNCIÓN GALLARDO CALVO","PENNSYLVANIA MANZANA 689","SONORA","Fri Oct 14 1994 00:00:00 GMT-0600 (hora estándar central)","C-02289","125","64870.3","Mon Apr 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"2291","PATRICIA ORTIZ VELASCO","BATALLA DE CALPULALPAN NO. 254","COAHUILA","Mon Jun 06 1977 00:00:00 GMT-0600 (hora estándar central)","C-02290","125","57469.94","Sun Mar 30 2014 00:00:00 GMT-0600 (hora estándar central)"
"2292","BENIGNO GUTIÉRREZ DELGADO","BLVD. ADOLFO LOPEZ MATEOS NO. 17","MICHOACÁN","Wed May 24 1972 00:00:00 GMT-0600 (hora estándar central)","C-02291","169","106567.87","Wed Aug 07 2013 00:00:00 GMT-0500 (hora de verano central)"
"2301","LEONOR REYES CALVO","AV. TOLUCA NO. 193","OAXACA","Wed Sep 19 1990 00:00:00 GMT-0600 (hora estándar central)","C-02300","187","78748.53","Fri Jan 03 2014 00:00:00 GMT-0600 (hora estándar central)"
"2310","BASILEO CANO MOYA","HDA DE JILOTEPC MZNA 526","TAMAULIPAS","Fri Dec 08 1961 00:00:00 GMT-0600 (hora estándar central)","C-02309","22","114607.9","Wed Jul 02 2014 00:00:00 GMT-0500 (hora de verano central)"
"2311","ANNA FLORES CASTRO","GALEANA NO. 523","QUERÉTARO","Thu Dec 20 1962 00:00:00 GMT-0600 (hora estándar central)","C-02310","74","65733.74","Thu Oct 02 2014 00:00:00 GMT-0500 (hora de verano central)"
"2317","BENITO LOZANO LORENZO","PRIV. JESUS LECUONA NÚMERO 498","AGUASCALIENTES","Thu Jul 03 1980 00:00:00 GMT-0600 (hora estándar central)","C-02316","25","21190.44","Mon Mar 24 2014 00:00:00 GMT-0600 (hora estándar central)"
"2328","MARGARITA CASTILLO VELASCO","AV LAS TORRES NO. 466","SINALOA","Sat Feb 02 1957 00:00:00 GMT-0600 (hora estándar central)","C-02327","22","17927.02","Mon Feb 17 2014 00:00:00 GMT-0600 (hora estándar central)"
"2329","JAIME TORRES SANTOS","ESMERALDA MANZANA 714","BAJA CALIFORNIA","Tue Dec 27 1983 00:00:00 GMT-0600 (hora estándar central)","C-02328","65","149927.35","Thu Oct 23 2014 00:00:00 GMT-0500 (hora de verano central)"
"2342","TITO ESTEBAN REY","CLAVELES NO. 255","TLAXCALA","Fri Jul 06 1979 00:00:00 GMT-0600 (hora estándar central)","C-02341","20","96289.42","Thu Jun 21 2012 00:00:00 GMT-0500 (hora de verano central)"
"2357","BLANCA MEDINA ÁLVAREZ","NICOLAS BRAVO NÚMERO 588","CDMX","Mon Apr 16 1979 00:00:00 GMT-0600 (hora estándar central)","C-02356","101","73795.36","Tue Oct 14 2014 00:00:00 GMT-0500 (hora de verano central)"
"2363","CESÁREO ÁLVAREZ GÓMEZ","JESUS GARCIA MORALES MANZANA 796","TLAXCALA","Wed Aug 03 1983 00:00:00 GMT-0600 (hora estándar central)","C-02362","101","132918.78","Tue Mar 11 2014 00:00:00 GMT-0600 (hora estándar central)"
"2373","CATALINA CALVO FUENTES","PRIMERA CERRADA DE ROBLE NUM. 10","QUERÉTARO","Sun Jun 17 1984 00:00:00 GMT-0600 (hora estándar central)","C-02372","65","93039.68","Thu Aug 21 2014 00:00:00 GMT-0500 (hora de verano central)"
"2380","ROSALIA VICENTE ALONSO","CIRCUITO PLAZA DE LA PAJA NO. 779","SONORA","Mon Mar 24 1980 00:00:00 GMT-0600 (hora estándar central)","C-02379","92","71624.96","Sat Mar 22 2014 00:00:00 GMT-0600 (hora estándar central)"
"2389","NICODEMO DÍAZ CRUZ","NATIVITAS MANZANA 2","QUINTANA ROO","Thu Feb 23 1995 00:00:00 GMT-0600 (hora estándar central)","C-02388","4","48470.01","Mon Aug 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"2390","MARIANO DÍEZ VARGAS","JUAN ZAIZAR NO. 569","MICHOACÁN","Tue Apr 25 1967 00:00:00 GMT-0600 (hora de verano central)","C-02389","66","62498.9","Mon Jun 11 2012 00:00:00 GMT-0500 (hora de verano central)"
"2392","NICANOR RODRÍGUEZ SOLER","FERNANDO ROMAN LUGO NÚMERO 592","SONORA","Thu Apr 01 1993 00:00:00 GMT-0600 (hora estándar central)","C-02391","22","6970.52","Mon Sep 30 2013 00:00:00 GMT-0500 (hora de verano central)"
"2394","IRENE CAMPOS HERRERO","CALLE 1 NUM. 239","HIDALGO","Fri May 14 1993 00:00:00 GMT-0600 (hora estándar central)","C-02393","92","125781.18","Mon Sep 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"2399","SALOMÉ MORALES RUIZ","CALLE10 DE ABRIL NÚMERO 781","VERACRUZ","Fri Mar 22 1957 00:00:00 GMT-0600 (hora estándar central)","C-02398","154","28476.59","Tue May 27 2014 00:00:00 GMT-0500 (hora de verano central)"
"2405","CIRINO CARMONA CRESPO","CARRETERA COSTERA MANZANA 766","QUERÉTARO","Wed Aug 26 1981 00:00:00 GMT-0600 (hora estándar central)","C-02404","148","73094.5","Thu Jan 23 2014 00:00:00 GMT-0600 (hora estándar central)"
"2408","EDGAR MORALES LEÓN","FRANCISCO JAVIER MINA NUM. 574","MORELOS","Sun Sep 13 1959 00:00:00 GMT-0600 (hora de verano central)","C-02407","154","134940.7","Fri May 18 2012 00:00:00 GMT-0500 (hora de verano central)"
"2418","PONCIO CRUZ VICENTE","LERDO MANZANA 800","NUEVO LEÓN","Thu Jun 11 1964 00:00:00 GMT-0600 (hora de verano central)","C-02417","23","35198.09","Wed Mar 28 2012 00:00:00 GMT-0600 (hora estándar central)"
"2420","ALFONSO SANTOS HIDALGO","UNIDAD HABITACIONAL MILITAR MZNA 12","OAXACA","Tue Nov 26 1957 00:00:00 GMT-0600 (hora estándar central)","C-02419","70","105790.04","Sat Dec 21 2013 00:00:00 GMT-0600 (hora estándar central)"
"2428","JONÁS HERRERO CORTÉS","JORGE WASHINGTON NUM. 540","OAXACA","Tue Feb 21 1978 00:00:00 GMT-0600 (hora estándar central)","C-02427","142","48750.13","Sat Oct 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"2429","ATANASIO MARTÍN GIL","CRUCES NUM. 788","QUINTANA ROO","Fri Jul 14 1967 00:00:00 GMT-0600 (hora de verano central)","C-02428","125","19210.58","Fri Oct 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"2434","EMILIANO HIDALGO HERNÁNDEZ","PRIVADA LIMONES NÚMERO 6","GUERRERO","Wed Oct 10 1990 00:00:00 GMT-0600 (hora estándar central)","C-02433","22","39552.51","Thu Nov 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"2436","ODÓN ÁLVAREZ JIMÉNEZ","CUAUTITLAN MZNA 375","GUANAJUATO","Wed Apr 22 1959 00:00:00 GMT-0600 (hora de verano central)","C-02435","101","1841.25","Mon Sep 01 2014 00:00:00 GMT-0500 (hora de verano central)"
"2439","PATRICIA MÉNDEZ SÁEZ","GUADALUPE VICTORIA NO. 650","BAJA CALIFORNIA","Thu Nov 12 1970 00:00:00 GMT-0600 (hora estándar central)","C-02438","65","15655.01","Fri May 02 2014 00:00:00 GMT-0500 (hora de verano central)"
"2451","JAUME HERRERO VIDAL","HDA DE JILOTEPC MZNA 764","CHIAPAS","Wed Jun 14 1978 00:00:00 GMT-0600 (hora estándar central)","C-02450","187","108318.2","Thu Oct 10 2013 00:00:00 GMT-0500 (hora de verano central)"
"2453","JUSTINO BRAVO PRIETO","EMILIANO CARRANZA MZNA 216","CAMPECHE","Sun Jul 18 1976 00:00:00 GMT-0600 (hora estándar central)","C-02452","146","45938.35","Fri Feb 01 2013 00:00:00 GMT-0600 (hora estándar central)"
"2469","MERCEDES IBÁÑEZ SANZ","CALZ. DESIERTO DE LOS LEONES NUM. 6","CHIHUAHUA","Mon Jun 04 1962 00:00:00 GMT-0600 (hora de verano central)","C-02468","125","5807.51","Wed Oct 01 2014 00:00:00 GMT-0500 (hora de verano central)"
"2476","LAURA SANTANA GARRIDO","MIERES NUM. 500","BAJA CALIFORNIA","Thu Apr 14 1955 00:00:00 GMT-0600 (hora de verano central)","C-02475","66","139601.38","Sat Aug 18 2012 00:00:00 GMT-0500 (hora de verano central)"
"2478","ORESTES MONTERO DURÁN","BOSQUES DE BRUSELAS NUM. 530","COAHUILA","Fri May 10 1974 00:00:00 GMT-0600 (hora estándar central)","C-02477","92","1906.19","Fri Nov 23 2012 00:00:00 GMT-0600 (hora estándar central)"
"2480","WILFREDO ORTIZ TORRES","CALLE GRANADAS MZNA 610","NUEVO LEÓN","Wed Mar 19 1975 00:00:00 GMT-0600 (hora estándar central)","C-02479","25","105396.77","Wed May 16 2012 00:00:00 GMT-0500 (hora de verano central)"
"2484","JONÁS ORTEGA PÉREZ","AV JALISCO MANZANA 466","SAN LUIS POTOSÍ","Wed Sep 20 1989 00:00:00 GMT-0600 (hora estándar central)","C-02483","153","136260.17","Tue Nov 06 2012 00:00:00 GMT-0600 (hora estándar central)"
"2485","TEODORA SANTANA ORTIZ","PEDRO AGUIRRE CERDA NÚMERO 692","HIDALGO","Mon Feb 15 1982 00:00:00 GMT-0600 (hora estándar central)","C-02484","119","8811.39","Fri Aug 31 2012 00:00:00 GMT-0500 (hora de verano central)"
"2491","TEODORA REYES VÁZQUEZ","ARRECIFE MANZANA 172","MORELOS","Wed Mar 10 1982 00:00:00 GMT-0600 (hora estándar central)","C-02490","20","69732.37","Thu May 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"2501","JAIME RODRÍGUEZ DÍEZ","PERUANOS MZNA 95","MICHOACÁN","Fri Jul 17 1964 00:00:00 GMT-0600 (hora de verano central)","C-02500","146","1605.96","Sat Mar 29 2014 00:00:00 GMT-0600 (hora estándar central)"
"2506","MARCIAL GARCÍA GALLARDO","AMEZQUITE MZNA 431","SINALOA","Sat Sep 19 1959 00:00:00 GMT-0600 (hora de verano central)","C-02505","26","81993.72","Fri Oct 26 2012 00:00:00 GMT-0500 (hora de verano central)"
"2514","EFRÉN HERNÁNDEZ ORTIZ","NORTE 74 MANZANA 523","QUINTANA ROO","Fri Feb 03 1995 00:00:00 GMT-0600 (hora estándar central)","C-02513","142","65749.39","Sat Sep 22 2012 00:00:00 GMT-0500 (hora de verano central)"
"2523","HOMERO GALLARDO GARCÍA","ESMERALDA MANZANA 127","MORELOS","Sat Apr 15 1989 00:00:00 GMT-0600 (hora estándar central)","C-02522","85","75311.18","Tue Apr 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"2530","MAR RUBIO VEGA","CALZADA DE LA ROMERIA NÚMERO 600","HIDALGO","Sat May 09 1964 00:00:00 GMT-0600 (hora de verano central)","C-02529","25","59573.77","Wed Oct 22 2014 00:00:00 GMT-0500 (hora de verano central)"
"2532","ADOLFO HIDALGO GÓMEZ","LERDO MZNA 514","DURANGO","Tue Aug 15 1995 00:00:00 GMT-0600 (hora estándar central)","C-02531","142","98656.49","Sun Oct 07 2012 00:00:00 GMT-0500 (hora de verano central)"
"2545","GUSTAVO MONTERO RAMOS","TORRES QUINTERO MANZANA 200","DURANGO","Thu Jan 02 1964 00:00:00 GMT-0600 (hora estándar central)","C-02544","142","21198.11","Thu Jul 26 2012 00:00:00 GMT-0500 (hora de verano central)"
"2546","ISMAEL GIL BLANCO","AV. QUERETARO MZNA 123","GUANAJUATO","Sat Mar 26 1955 00:00:00 GMT-0600 (hora estándar central)","C-02545","74","50893.16","Wed Jun 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"2547","AUGUSTO HERRERO IBÁÑEZ","INDEPENDENCIA MZNA 585","YUCATÁN","Sun Jul 02 1961 00:00:00 GMT-0600 (hora de verano central)","C-02546","154","122455.86","Fri Oct 25 2013 00:00:00 GMT-0500 (hora de verano central)"
"2548","GERMÁN GUTIÉRREZ BENÍTEZ","C. JOSE SANCHEZ TINOCO NÚMERO 264","ZACATECAS","Sun Apr 10 1983 00:00:00 GMT-0600 (hora estándar central)","C-02547","121","111961.4","Sat May 11 2013 00:00:00 GMT-0500 (hora de verano central)"
"2555","HILARIÓN SÁEZ ÁLVAREZ","PRIVADA EXHACIENDA DE LA ESCALERA NO. 7","JALISCO","Sat Feb 08 1958 00:00:00 GMT-0600 (hora estándar central)","C-02554","66","122658.61","Thu May 23 2013 00:00:00 GMT-0500 (hora de verano central)"
"2565","AURORA FUENTES VIDAL","CERRO CHURINTZIO NO. 266","YUCATÁN","Sun May 13 1990 00:00:00 GMT-0600 (hora estándar central)","C-02564","26","51058.31","Tue Nov 20 2012 00:00:00 GMT-0600 (hora estándar central)"
"2571","PATRICIA NIETO FUENTES","AND LAS LEYES DE REFORMA NO. 216","NUEVO LEÓN","Wed Apr 12 1995 00:00:00 GMT-0600 (hora estándar central)","C-02570","165","39068.83","Sat Jun 29 2013 00:00:00 GMT-0500 (hora de verano central)"
"2572","NOÉ REYES VARGAS","JOSE MARIA MORELOS NO. 773","NUEVO LEÓN","Wed Aug 17 1988 00:00:00 GMT-0600 (hora estándar central)","C-02571","148","104533.08","Tue Feb 21 2012 00:00:00 GMT-0600 (hora estándar central)"
"2574","PABLO GIL CANO","BRAVO MZNA 116","DURANGO","Mon Jul 05 1971 00:00:00 GMT-0600 (hora estándar central)","C-02573","52","82571","Fri Apr 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"2575","PURIFICACIÓN VEGA IGLESIAS","AV. DEL TALLER NÚMERO 369","QUERÉTARO","Mon Sep 17 1962 00:00:00 GMT-0600 (hora de verano central)","C-02574","68","89608.22","Thu Dec 27 2012 00:00:00 GMT-0600 (hora estándar central)"
"2576","ANDRÉS SOTO HIDALGO","CALLE MAESTRO RURAL NUM. 698","QUINTANA ROO","Wed Oct 25 1995 00:00:00 GMT-0600 (hora estándar central)","C-02575","4","82106.14","Thu Sep 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"2584","MARCOS VIDAL LOZANO","CALLE 1 NUM. 667","CDMX","Fri Sep 02 1966 00:00:00 GMT-0600 (hora de verano central)","C-02583","148","32907.76","Mon Nov 04 2013 00:00:00 GMT-0600 (hora estándar central)"
"2593","HONORIO RAMOS MOLINA","LIBERTAD MANZANA 624","HIDALGO","Fri Feb 10 1961 00:00:00 GMT-0600 (hora estándar central)","C-02592","169","17200.29","Wed May 16 2012 00:00:00 GMT-0500 (hora de verano central)"
"2594","JOEL HERRERA CRUZ","PROL DE GUADALUPE Y RAMIREZ MANZANA 117","DURANGO","Fri Feb 18 1972 00:00:00 GMT-0600 (hora estándar central)","C-02593","152","44007.72","Thu Jan 05 2012 00:00:00 GMT-0600 (hora estándar central)"
"2596","ELÍAS BLESA MOLINA","BOSQUES DE BOHEMIA MZNA 524","CAMPECHE","Fri Apr 02 1976 00:00:00 GMT-0600 (hora estándar central)","C-02595","101","111026.57","Mon Aug 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"2607","PANCRACIO SANTOS MARTÍNEZ","QUETZALCOATL NO. 383","ESTADO DE MÉXICO","Fri Jan 15 1954 00:00:00 GMT-0600 (hora estándar central)","C-02606","126","7088.25","Wed Dec 04 2013 00:00:00 GMT-0600 (hora estándar central)"
"2612","DACIANO MARTÍNEZ DELGADO","CALLEJON ITURBE NO. 391","NUEVO LEÓN","Sun May 14 1989 00:00:00 GMT-0600 (hora estándar central)","C-02611","126","28426.08","Wed Jun 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"2622","RIGOBERTO AGUILAR ÁLVAREZ","CERRADA DE CUAUHTEMOC MZNA 77","TLAXCALA","Fri Jan 01 1960 00:00:00 GMT-0600 (hora estándar central)","C-02621","20","115630.87","Sun Jun 15 2014 00:00:00 GMT-0500 (hora de verano central)"
"2626","ALEJANDRO GIL MORALES","2DA CERRADA DE DURAZNOS NO. 734","SAN LUIS POTOSÍ","Tue Mar 14 1989 00:00:00 GMT-0600 (hora estándar central)","C-02625","152","17312.46","Sun Nov 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"2628","IGNACIO VÁZQUEZ ORTIZ","HACIENDA DE PEÑUELAS NUM. 67","NUEVO LEÓN","Fri Jul 12 1957 00:00:00 GMT-0600 (hora de verano central)","C-02627","126","76635.32","Thu Aug 15 2013 00:00:00 GMT-0500 (hora de verano central)"
"2639","MÍRIAM DURÁN BRAVO","PIEDRAS NEGRAS MANZANA 762","CDMX","Sun Nov 06 1988 00:00:00 GMT-0600 (hora estándar central)","C-02638","101","21387.21","Tue May 28 2013 00:00:00 GMT-0500 (hora de verano central)"
"2644","CAYO CASTRO CRESPO","LEONARDO DA VINCI MANZANA 333","AGUASCALIENTES","Mon Nov 25 1963 00:00:00 GMT-0600 (hora estándar central)","C-02643","68","148455.47","Thu Aug 21 2014 00:00:00 GMT-0500 (hora de verano central)"
"2651","MILAGROS DÍEZ BLESA","CALZADA DE LA VIRGEN NUM. 654","TLAXCALA","Mon Dec 10 1990 00:00:00 GMT-0600 (hora estándar central)","C-02650","4","71027.41","Wed Sep 17 2014 00:00:00 GMT-0500 (hora de verano central)"
"2658","FABIO ORTEGA CAMPOS","CALLE MAESTRO RURAL NO. 645","COAHUILA","Thu Apr 22 1965 00:00:00 GMT-0600 (hora de verano central)","C-02657","25","56502.56","Sun May 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"2666","RAMÓN CARMONA RAMÍREZ","NUEVO LEON NO. 78","NUEVO LEÓN","Fri Jul 11 1969 00:00:00 GMT-0600 (hora de verano central)","C-02665","52","36668.55","Sun Jan 19 2014 00:00:00 GMT-0600 (hora estándar central)"
"2677","LUZ BENÍTEZ MORENO","PEDRO RAMIREZ DEL CASTILLO NÚMERO 468","COAHUILA","Mon Sep 27 1971 00:00:00 GMT-0600 (hora estándar central)","C-02676","141","94016.59","Tue Mar 18 2014 00:00:00 GMT-0600 (hora estándar central)"
"2681","ILDEFONSO CAMBIL MEDINA","CLUB ATLAS NO. 499","SAN LUIS POTOSÍ","Sat May 09 1992 00:00:00 GMT-0600 (hora estándar central)","C-02680","26","28410.83","Wed Apr 02 2014 00:00:00 GMT-0600 (hora estándar central)"
"2687","CESÁREO BENÍTEZ ROMERO","RAFAELA LOPEZ AGUADO MZNA 494","YUCATÁN","Thu Sep 07 1972 00:00:00 GMT-0600 (hora estándar central)","C-02686","74","12910.35","Tue Dec 31 2013 00:00:00 GMT-0600 (hora estándar central)"
"2692","MARINA NIETO RUBIO","ANDADOR 16 MZNA 542","MORELOS","Tue May 23 1978 00:00:00 GMT-0600 (hora estándar central)","C-02691","101","78366.59","Tue Jan 08 2013 00:00:00 GMT-0600 (hora estándar central)"
