"cuenta.numcta","cuenta.numsucursal","cuenta.saldo","cuenta.fecha"
"C-04312","148","57989.02","Thu Jun 06 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04330","148","145551.19","Wed Aug 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04336","142","28067.84","Thu Mar 07 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-04339","23","150541.05","Tue Dec 09 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04352","66","64743.09","Tue Sep 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04353","101","46421.23","Wed Jan 04 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-04358","20","150187.94","Sun Jun 10 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04362","121","116272.23","Wed Jun 13 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04373","121","56800.43","Wed Jan 08 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04378","148","53824.79","Sun May 27 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04382","187","83794.48","Fri Nov 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04383","20","139605.73","Mon Apr 07 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04387","4","37489.06","Wed Jun 25 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04388","152","20676.43","Sat Nov 30 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-04391","92","20803.3","Thu Jan 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04395","141","5431.83","Sat Sep 08 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04402","16","49624.79","Thu Nov 06 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04410","187","57615.72","Thu Oct 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04413","169","128423.02","Mon Mar 17 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04417","146","44685.13","Sat Nov 23 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-04434","66","107307.26","Mon Feb 27 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-04444","142","133711.06","Fri Jul 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04450","148","126977.88","Fri Sep 05 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04458","152","139967.26","Sun Oct 20 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04466","148","9558.04","Tue Sep 17 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04470","125","57596.65","Wed Apr 24 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04473","64","33340.62","Sat Sep 08 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04476","141","139516.71","Thu Nov 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-04479","89","87358.92","Mon Jan 13 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04481","16","75882.31","Wed Oct 10 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04494","20","101975.83","Sun Jan 27 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-04505","65","106729.29","Sat Jun 16 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04516","51","131547.19","Wed Dec 25 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-04522","26","55812.08","Sat Oct 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04524","121","40616.94","Wed Oct 08 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04526","22","32570.46","Sun Aug 18 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04528","92","123278.92","Sun Jun 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04530","92","118079.04","Sun May 25 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04531","64","2695.49","Tue Dec 24 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-04532","169","150768.04","Sun Sep 30 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04534","148","119785.79","Mon Feb 18 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-04536","119","140189.56","Thu Jan 09 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04543","64","34850.68","Sun Dec 01 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-04544","74","121319.31","Thu Sep 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04545","26","120525.92","Sun Jan 05 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04546","148","18289.33","Wed Jun 11 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04547","64","66675.3","Sun Jan 26 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04553","26","11922.55","Fri Mar 15 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-04556","153","28830.97","Sat Nov 01 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04562","66","56465.42","Mon Jul 07 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04586","51","71244.89","Mon Dec 01 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04587","22","47324.5","Sat Jan 05 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-04594","20","63027.44","Sat May 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04595","89","134851.58","Tue Aug 14 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04601","64","130658.75","Wed Jan 11 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-04606","125","17233.9","Sun Sep 15 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04608","101","140871.16","Wed Sep 26 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04612","126","111355.37","Tue Jul 03 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04618","153","27012.46","Thu Jan 30 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04620","34","9945.15","Mon Jun 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04624","51","140452.54","Fri Feb 10 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-04629","66","46516.64","Mon Jun 25 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04632","16","42559.76","Thu Feb 23 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-04643","16","90457.68","Mon Jun 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04646","146","54550.54","Tue Jun 11 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04647","20","29265.25","Mon Oct 27 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04648","26","100504.7","Fri May 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04649","126","147095.11","Tue Jan 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04669","26","108834.59","Mon May 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04697","4","9807.45","Tue Aug 12 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04709","119","97884.58","Tue Apr 17 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04716","74","36862.78","Sun Feb 26 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-04719","148","83809.66","Tue Feb 19 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-04729","26","108076.67","Mon Jun 24 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04746","187","68394.71","Mon Aug 26 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04758","153","30262.25","Tue Jul 02 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04770","66","100893.03","Sat Dec 07 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-04774","146","120935.6","Sun Dec 09 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-04776","85","24454.84","Mon Apr 21 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04778","52","100071.84","Sat Oct 12 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04782","153","61519.11","Wed Jun 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04783","22","128532.33","Fri Sep 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04790","51","85291.31","Sun Aug 18 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04795","154","123798.49","Wed Apr 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04800","51","90769.7","Mon Jun 04 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04808","64","10974.79","Fri May 03 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04810","146","42530.21","Sat Dec 06 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04811","187","90449.22","Mon Nov 17 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04827","125","122868.7","Mon Jun 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04832","26","64411.34","Sat Sep 29 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04834","125","61654.45","Mon Mar 17 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04839","22","96816.61","Tue Sep 17 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04865","89","124435.46","Wed Feb 15 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-04870","70","47151.6","Wed Jul 30 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04883","142","55455.27","Sat Jul 13 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04889","51","99193.45","Thu Sep 04 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04893","64","62746.81","Sun Mar 18 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-04911","152","138426.29","Wed Nov 19 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04915","187","140505.1","Sat Oct 11 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04917","22","113987.55","Sat Oct 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04923","66","2317.02","Tue Apr 01 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04929","187","139361.73","Mon Mar 03 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04937","146","76085.77","Thu Oct 18 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04941","119","114921.66","Fri Mar 07 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04942","153","107831.57","Sat Oct 18 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04943","121","58905.96","Fri Dec 05 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04947","126","101174.51","Wed Nov 07 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-04950","165","70798.65","Thu Sep 20 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04952","152","128805.57","Tue May 28 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04954","51","82755.5","Fri Nov 16 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-04956","89","68538.7","Wed Aug 06 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04958","148","80756.03","Sat Feb 01 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04964","34","11794.13","Wed Dec 10 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04965","101","6551.61","Tue Oct 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-04975","20","130972.13","Fri Aug 10 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-04985","16","68109","Mon May 26 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-04986","187","30727.71","Tue Feb 05 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-04989","65","43890.61","Sun May 19 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-04994","152","109028.8","Thu Feb 09 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-05003","126","13129.66","Mon Feb 11 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05022","68","55752.07","Wed Oct 30 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05036","154","105874.01","Tue Jan 14 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05046","101","140861.27","Sat Nov 23 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05051","23","126691.11","Mon Dec 02 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05054","26","107699.59","Sat Apr 06 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05061","16","46310.2","Tue Dec 18 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-05066","23","77149.87","Tue Jan 01 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05075","20","144320.24","Fri Jul 26 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05076","119","32221.28","Sat Nov 15 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05080","165","104359.07","Mon Apr 28 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05088","148","124465.6","Wed Dec 05 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-05092","85","150360.69","Tue Nov 06 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-05099","22","101366.2","Fri Feb 08 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05112","165","49711.75","Fri Aug 10 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05113","187","60906.37","Mon Dec 22 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05122","146","128140.54","Sat Oct 06 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05123","73","94588.79","Tue Jun 25 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05126","70","145181.42","Mon Feb 25 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05138","68","7641.58","Wed Mar 14 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-05139","153","57518.51","Sun Dec 28 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05145","187","59452.99","Mon Aug 26 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05147","37","39896.61","Tue Sep 02 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05148","148","104703.09","Thu May 09 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05153","51","118394.2","Fri Sep 27 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05156","154","17991.31","Sat Mar 01 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05162","141","86418.24","Tue Oct 29 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05168","165","94051.9","Tue Jan 08 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05172","142","121847.93","Mon Mar 05 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-05179","141","104490.25","Sun Nov 16 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05182","73","135412.48","Sat Nov 30 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05184","142","105901.88","Wed Aug 27 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05186","187","40988.18","Sun Mar 30 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05189","52","136229.46","Thu Aug 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05190","26","57083.45","Fri Feb 01 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05194","152","75169.32","Thu Apr 10 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05202","68","60857.18","Mon Jan 06 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05203","169","86699.65","Sat Feb 23 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05204","121","132326.21","Sat Feb 25 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-05219","142","54321.97","Sat May 18 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05222","148","1953.14","Fri Jul 05 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05228","153","137221.51","Sun Feb 10 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05241","34","104169.42","Tue Sep 24 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05247","89","105937.06","Tue Jun 04 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05250","26","65727.98","Sun Sep 23 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05251","73","55273.19","Thu Oct 31 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05254","64","9855.77","Tue Jan 17 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-05257","68","98046.67","Mon Apr 21 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05259","85","56209.55","Sun Mar 03 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05263","23","128007.14","Tue Jan 17 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-05267","73","31326.71","Sun Apr 08 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05271","119","11988.13","Sun Mar 10 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05280","70","12624.66","Tue Jul 15 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05281","74","41453.83","Sat Nov 16 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05284","68","81795.31","Tue Aug 14 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05291","154","150314.89","Fri Aug 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05295","152","120208.43","Sat Mar 08 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05297","92","40483.77","Tue Oct 08 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05302","92","52569.29","Mon Sep 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05305","142","62362.81","Sat Aug 09 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05309","142","39235.11","Thu Dec 18 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05311","165","100603.55","Tue May 01 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05312","73","126985.88","Tue Feb 18 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05313","153","77039.91","Wed Sep 19 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05325","64","99242.2","Thu Sep 11 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05333","101","68133.18","Fri Mar 16 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-05335","23","127408.43","Mon Jan 20 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05336","152","147441.6","Wed Apr 04 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05346","65","35337.03","Thu Apr 12 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05347","154","71364.77","Fri Apr 04 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05351","51","15478.22","Sun Jul 14 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05357","101","36845.81","Mon Sep 17 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05358","119","46581.56","Mon Jun 23 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05364","92","135826.07","Sat Mar 08 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05373","65","120245.59","Sat Oct 13 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05378","65","8199.72","Fri Jan 03 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05379","23","137354.71","Thu Apr 04 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05387","51","48190.8","Sun Sep 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05394","66","37887.03","Mon Feb 10 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05399","4","47997.67","Sat Jun 02 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05402","92","59668.64","Thu Jun 21 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05406","154","140317.04","Wed Jul 02 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05407","22","117754.53","Mon Mar 19 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-05408","126","103052.56","Mon Feb 03 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05410","26","30427.44","Tue Jun 12 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05417","22","103550.28","Fri Mar 22 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05419","142","27764.57","Sun Feb 09 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05428","187","83252.32","Sat Nov 10 2012 00:00:00 GMT-0600 (hora estándar central)"
"C-05441","165","119966.43","Tue Apr 29 2014 00:00:00 GMT-0500 (hora de verano central)"
"C-05451","4","25320.7","Thu Jul 12 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05454","101","63176.08","Tue Jul 24 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05455","101","2507.64","Wed Oct 10 2012 00:00:00 GMT-0500 (hora de verano central)"
"C-05461","92","5120.84","Thu Mar 28 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05464","142","76288.83","Sun Jan 05 2014 00:00:00 GMT-0600 (hora estándar central)"
"C-05466","121","22142.24","Fri Feb 15 2013 00:00:00 GMT-0600 (hora estándar central)"
"C-05467","26","121094.63","Sat Aug 17 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05478","101","97973.77","Sun Sep 01 2013 00:00:00 GMT-0500 (hora de verano central)"
"C-05485","4","9373.3","Wed Jan 23 2013 00:00:00 GMT-0600 (hora estándar central)"
